,date,rank,song,artist,last-week,peak-rank,weeks-on-board,genre
1085,1958-10-13,86,Fallin',Connie Francis,,86,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
1086,1958-10-13,87,Love Makes The World Go 'round,Perry Como,,87,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
1088,1958-10-13,89,Go Chase A Moonbeam,Jerry Vale,,89,1,"['adult standards', 'easy listening', 'lounge']"
1093,1958-10-13,94,Bluebell,Mitch Miller and his Orchestra and Chorus,,94,1,"['adult standards', 'brill building pop', 'deep adult standards', 'rock-and-roll']"
1095,1958-10-13,96,Geraldine,Jack Scott,,96,1,"['brill building pop', 'canadian rockabilly', 'deep adult standards', 'rock-and-roll', 'rockabilly']"
1096,1958-10-13,97,Non Dimenticar (Don't Forget),Nat King Cole,,97,1,"['adult standards', 'vocal jazz']"
1099,1958-10-13,100,I'll Wait For You,Frankie Avalon,,100,1,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll']"
1150,1958-10-20,51,Poor Boy,The Royaltones,,51,1,['instrumental surf']
1173,1958-10-20,74,Please Love Me Forever,Tommy Edwards,,74,1,"['deep adult standards', 'doo-wop', 'rhythm and blues']"
1175,1958-10-20,76,A Letter To An Angel,Jimmy Clanton,,76,1,"['adult standards', 'brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'swamp pop']"
1185,1958-10-20,86,Lonesome Town,Ricky Nelson,,86,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']"
1189,1958-10-20,90,What Do I Care,Johnny Cash,,90,1,"['contemporary country', 'country', 'country road']"
1194,1958-10-20,95,Paris,Perez Prado And His Orchestra,,95,1,"['latin jazz', 'mambo', 'space age pop']"
1195,1958-10-20,96,Cimarron (Roll On),Billy Vaughn And His Orchestra,,96,1,[]
1197,1958-10-20,98,Jealous Heart,Tab Hunter,,98,1,['deep adult standards']
1271,1958-10-27,72,I'll Remember Tonight,Pat Boone,,72,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
1281,1958-10-27,82,Walking Along,The Diamonds,,82,1,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
1287,1958-10-27,88,Love Is All We Need,Tommy Edwards,,88,1,"['deep adult standards', 'doo-wop', 'rhythm and blues']"
1288,1958-10-27,89,Mr. Success,Frank Sinatra,,89,1,"['adult standards', 'easy listening', 'lounge']"
1293,1958-10-27,94,Mandolins In The Moonlight,Perry Como,,94,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
1294,1958-10-27,95,Someday (You'll Want Me To Want You),Jodie Sands,,95,1,['deep adult standards']
1296,1958-10-27,97,Tunnel Of Love,Doris Day,,97,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']"
1353,1958-11-03,54,Beep Beep,The Playmates,,54,1,['novelty']
1364,1958-11-03,65,I Got Stung,Elvis Presley,,65,1,"['adult standards', 'rock-and-roll', 'rockabilly']"
1376,1958-11-03,77,Light Of Love,Peggy Lee,,77,1,"['adult standards', 'brill building pop', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']"
1385,1958-11-03,86,The Mocking Bird,The Four Lads,,86,1,"['adult standards', 'deep adult standards', 'vocal harmony group']"
1387,1958-11-03,88,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,,88,1,genre not found
1391,1958-11-03,92,Dreamy Eyes,Johnny Tillotson,,92,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']"
1397,1958-11-03,98,A Part Of Me,Jimmy Clanton,,98,1,"['adult standards', 'brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'swamp pop']"
1399,1958-11-03,100,That Old Black Magic,Louis Prima And Keely Smith,,100,1,"['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
1429,1958-11-10,30,One Night,Elvis Presley,,30,1,"['adult standards', 'rock-and-roll', 'rockabilly']"
1450,1958-11-10,51,Problems,The Everly Brothers,,51,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
1466,1958-11-10,67,Bimbombey,Jimmie Rodgers,,67,1,"['brill building pop', 'yodeling']"
1478,1958-11-10,79,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,,79,1,[]
1479,1958-11-10,80,Sweet Little Rock And Roller,Chuck Berry,,80,1,"['adult standards', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
1480,1958-11-10,81,The World Outside,The Four Coins,,81,1,"['deep adult standards', 'vocal harmony group']"
1491,1958-11-10,92,Hold It,Bill Doggett,,92,1,"['jazz organ', 'rhythm and blues', 'soul jazz']"
1492,1958-11-10,93,Crazy Country Hop,Johnny Otis,,93,1,"['doo-wop', 'rhythm and blues']"
1494,1958-11-10,95,It Don't Hurt No More,Nappy Brown,,95,1,"['jump blues', 'rhythm and blues']"
1496,1958-11-10,97,"A House, A Car And A Wedding Ring",Dale Hawkins,,97,1,"['rock-and-roll', 'rockabilly', 'swamp rock']"
1497,1958-11-10,98,Flamingo L'Amore,The Gaylords,,98,1,"['deep adult standards', 'vocal harmony group']"
1498,1958-11-10,99,Almost In Your Arms,Johnny Nash,,99,1,"['brill building pop', 'bubblegum pop']"
1499,1958-11-10,100,White Bucks And Saddle Shoes,"Bobby Pedrick, Jr.",,100,1,[]
1570,1958-11-17,71,Pledging My Love,Roy Hamilton,,71,1,[]
1573,1958-11-17,74,Love You Most Of All,Sam Cooke,,74,1,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']"
1578,1958-11-17,79,Philadelphia U.S.A.,The Nu Tornados,,79,1,[]
1580,1958-11-17,81,Whole Lotta Loving,Fats Domino,,81,1,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly', 'soul']"
1585,1958-11-17,86,Smoke Gets In Your Eyes,The Platters,,86,1,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']"
1588,1958-11-17,89,Joe Joe Gunne,Chuck Berry,,89,1,"['adult standards', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
1590,1958-11-17,91,Cinderella,The Four Preps,,91,1,"['deep adult standards', 'vocal harmony group']"
1591,1958-11-17,92,Coquette,Fats Domino,,92,1,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly', 'soul']"
1595,1958-11-17,96,Everyone Was There,Bob Kayli,,96,1,[]
1671,1958-11-24,72,Need Your Love,Bobby Freeman,,72,1,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
1675,1958-11-24,76,Sing Sing Sing,Bernie Lowe Orchestra,,76,1,[]
1680,1958-11-24,81,Intermission Riff,Bernie Lowe Orchestra,,81,1,[]
1684,1958-11-24,85,Love Of My Life,The Everly Brothers,,85,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
1685,1958-11-24,86,Gotta Travel On,Billy Grammer,,86,1,['deep adult standards']
1687,1958-11-24,88,Lonely Teardrops,Jackie Wilson,,88,1,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
1690,1958-11-24,91,16 Candles,The Crests,,91,1,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']"
1692,1958-11-24,93,Donna,Ritchie Valens,,93,1,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']"
1693,1958-11-24,94,C'mon Everybody,Eddie Cochran,,94,1,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']"
1698,1958-11-24,99,The Wedding,June Valli,,99,1,['deep adult standards']
1699,1958-11-24,100,Sweetheart,Peggy Lee,,100,1,"['adult standards', 'brill building pop', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']"
1761,1958-12-01,62,The Chipmunk Song,The Chipmunks With David Seville,,62,1,"[""children's music""]"
1765,1958-12-01,66,Turvy II,Cozy Cole,,66,1,['lo-fi beats']
1769,1958-12-01,70,Nobody But You,Dee Clark,,70,1,"['brill building pop', 'chicago soul', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll']"
1786,1958-12-01,87,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,,87,1,genre not found
1789,1958-12-01,90,Little Red Riding Hood,Big Bopper,,90,1,"['rock-and-roll', 'rockabilly']"
1798,1958-12-01,99,Seven Minutes In Heaven,Poni-Tails,,99,1,"['classic girl group', 'deep adult standards', 'doo-wop', 'vocal harmony group']"
1856,1958-12-08,57,My Happiness,Connie Francis,,57,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
1860,1958-12-08,61,Peek-A-Boo,The Cadillacs,,61,1,"['doo-wop', 'rhythm and blues', 'rock-and-roll']"
1863,1958-12-08,64,Big Bopper's Wedding,Big Bopper,,64,1,"['rock-and-roll', 'rockabilly']"
1868,1958-12-08,69,Manhattan Spiritual,Reg Owen & His Orchestra,,69,1,[]
1879,1958-12-08,80,Come Prima,Tony Dallara,,80,1,['classic italian pop']
1882,1958-12-08,83,The Diary,Neil Sedaka,,83,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']"
1889,1958-12-08,90,Diamond Ring,Jerry Wallace,,90,1,['deep adult standards']
1890,1958-12-08,91,The Fool And The Angel,Bobby Helms,,91,1,['adult standards']
1892,1958-12-08,93,I Cried A Tear,LaVern Baker,,93,1,"['brill building pop', 'doo-wop', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'southern soul', 'torch song']"
1893,1958-12-08,94,Stagger Lee,Lloyd Price,,94,1,"['adult standards', 'brill building pop', 'doo-wop', 'louisiana blues', 'memphis blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
1894,1958-12-08,95,Billy Bayou,Jim Reeves,,95,1,"['adult standards', 'nashville sound']"
1897,1958-12-08,98,(I Wanna) Dance With The Teacher,The Olympics,,98,1,['british comedy']
1898,1958-12-08,99,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns",,99,1,genre not found
1965,1958-12-15,66,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,,66,1,['novelty']
1977,1958-12-15,78,It's Just About Time,Johnny Cash And The Tennessee Two,,78,1,"['classic country pop', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']"
1979,1958-12-15,80,Try Me,James Brown And The Famous Flames,,80,1,"['motown', 'soul']"
1980,1958-12-15,81,Goodbye Baby,Jack Scott,,81,1,"['brill building pop', 'canadian rockabilly', 'deep adult standards', 'rock-and-roll', 'rockabilly']"
1982,1958-12-15,83,Run Rudolph Run,Chuck Berry,,83,1,"['adult standards', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
1984,1958-12-15,85,I Just Thought You'd Like To Know,Johnny Cash And The Tennessee Two,,85,1,"['classic country pop', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']"
1989,1958-12-15,90,Merry Christmas Baby,Chuck Berry,,90,1,"['adult standards', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
1995,1958-12-15,96,Pretty Girls Everywhere,Eugene Church and The Fellows,,96,1,[]
1999,1958-12-15,100,Come Prima (Koma Preema),Polly Bergen,,100,1,[]
2038,1958-12-22,39,(All of a Sudden) My Heart Sings,Paul Anka,,39,1,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']"
2055,1958-12-22,56,The All American Boy,Bill Parsons,,56,1,['southern gospel']
2056,1958-12-22,57,Jingle Bell Rock,Bobby Helms,,57,1,['adult standards']
2062,1958-12-22,63,Don't Pity Me,Dion & The Belmonts,,63,1,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
2063,1958-12-22,64,Rocka-Conga,The Applejacks,,64,1,"['beatlesque', 'british invasion', 'merseybeat']"
2076,1958-12-22,77,Lucky Ladybug,Billy & Lillie,,77,1,[]
2080,1958-12-22,81,Teasin',Quaker City Boys,,81,1,genre not found
2085,1958-12-22,86,White Christmas,Bing Crosby,,86,1,"['adult standards', 'easy listening', 'lounge']"
2087,1958-12-22,88,The Little Drummer Boy,The Harry Simeone Chorale,,88,1,[]
2094,1958-12-22,95,Rockhouse (Part 2),Ray Charles and his Orchestra,,95,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
2095,1958-12-22,96,"Wiggle, Wiggle",The Accents,,96,1,[]
2096,1958-12-22,97,So Much,Little Anthony And The Imperials,,97,1,"['brill building pop', 'classic soul', 'doo-wop', 'motown', 'rhythm and blues']"
2097,1958-12-22,98,The Reason,The 5 Chanels,,98,1,[]
2098,1958-12-22,99,Here I Stand,Wade Flemons and the Newcomers,,99,1,genre not found
2143,1958-12-29,44,Green Chri$tma$,Stan Freberg,,44,1,"['comic', 'parody']"
2171,1958-12-29,72,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,,72,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
2172,1958-12-29,73,Blue Hawaii,Billy Vaughn And His Orchestra,,73,1,[]
2175,1958-12-29,76,The Worryin' Kind,Tommy Sands And The Raiders,,76,1,[]
2180,1958-12-29,81,La Bamba,Ritchie Valens,,81,1,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']"
2187,1958-12-29,88,The Voice In My Heart,Eydie Gorme,,88,1,"['adult standards', 'bolero']"
2191,1958-12-29,92,"The Bluebird, The Buzzard & The Oriole",Bobby Day,,92,1,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
2192,1958-12-29,93,Funny,Jesse Belvin,,93,1,"['doo-wop', 'rhythm and blues']"
2197,1958-12-29,98,Save My Soul,Jack Scott,,98,1,"['brill building pop', 'canadian rockabilly', 'deep adult standards', 'rock-and-roll', 'rockabilly']"
2198,1958-12-29,99,Heartbeat,Buddy Holly,,99,1,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
2199,1958-12-29,100,Red River Rose,The Ames Brothers,,100,1,"['adult standards', 'deep adult standards', 'easy listening', 'vocal harmony group']"
2272,1959-01-05,73,You Are Beautiful,Johnny Mathis,,73,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']"
2277,1959-01-05,78,Peter Gunn,Ray Anthony and His Orchestra,,78,1,"['big band', 'easy listening']"
2278,1959-01-05,79,I Talk To The Trees,Edmundo Ros and His Orchestra,,79,1,"['ballroom', 'easy listening']"
2280,1959-01-05,81,Yellow Bird,The Mills Brothers,,81,1,"['adult standards', 'big band', 'lounge', 'swing', 'vocal harmony group', 'vocal jazz']"
2281,1959-01-05,82,Let's Love,Johnny Mathis,,82,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']"
2282,1959-01-05,83,The Girl On Page 44,The Four Lads,,83,1,"['adult standards', 'deep adult standards', 'vocal harmony group']"
2283,1959-01-05,84,May You Always,The McGuire Sisters,,84,1,"['adult standards', 'deep adult standards', 'doo-wop', 'easy listening', 'lounge', 'vocal harmony group']"
2285,1959-01-05,86,The Little Space Girl,Jesse Lee Turner,,86,1,[]
2287,1959-01-05,88,The One Rose (That's Left In My Heart),Teresa Brewer,,88,1,"['adult standards', 'deep adult standards']"
2288,1959-01-05,89,Teach Me Tonight Cha Cha,The DeCastro Sisters,,89,1,[]
2294,1959-01-05,95,That's Why I Cry,Buddy Knox,,95,1,"['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
2297,1959-01-05,98,Tall Paul,Annette With The Afterbeats,,98,1,[]
2298,1959-01-05,99,Sermonette,Della Reese,,99,1,"['bedroom pop', 'indie garage rock']"
2299,1959-01-05,100,Gazachstahagen,The Wild-Cats,,100,1,[]
2368,1959-01-12,69,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra,,69,1,"['classic soundtrack', 'easy listening', 'light music']"
2372,1959-01-12,73,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus",,73,1,genre not found
2378,1959-01-12,79,I'm A Man,Fabian,,79,1,"['bass trap', 'danish electronic', 'electronic trap', 'traprun']"
2382,1959-01-12,83,Trust In Me,Patti Page,,83,1,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']"
2389,1959-01-12,90,Petite Fleur (Little Flower),Chris Barber's Jazz Band,,90,1,[]
2391,1959-01-12,92,Good Rockin' Tonight,Pat Boone,,92,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
2394,1959-01-12,95,O' Falling Star,The Four Knights,,95,1,"['deep adult standards', 'vocal harmony group']"
2395,1959-01-12,96,Nola,Billy Williams,,96,1,"['alternative r&b', 'chicago rap', 'hip hop', 'rap', 'underground hip hop']"
2396,1959-01-12,97,With The Wind And The Rain In Your Hair,Pat Boone,,97,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
2397,1959-01-12,98,"Raspberries, Strawberries",The Kingston Trio,,98,1,"['american folk revival', 'folk', 'folk rock']"
2398,1959-01-12,99,You Can't Get To Heaven On Roller Skates,Betty Johnson,,99,1,['neo mellow']
2399,1959-01-12,100,It's Only The Beginning,The Kalin Twins,,100,1,"['deep adult standards', 'doo-wop']"
2470,1959-01-19,71,Don't Take Your Guns To Town,Johnny Cash,,71,1,"['contemporary country', 'country', 'country road']"
2484,1959-01-19,85,"Teasable, Pleasable You",Buddy Knox,,85,1,"['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
2485,1959-01-19,86,Lovers Never Say Goodbye,The Flamingos,,86,1,"['doo-wop', 'rhythm and blues']"
2488,1959-01-19,89,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels,,89,1,genre not found
2492,1959-01-19,93,I'll Sail My Ship Alone,Jerry Lee Lewis And His Pumping Piano,,93,1,[]
2493,1959-01-19,94,Matilda,Cookie And His Cupcakes,,94,1,genre not found
2495,1959-01-19,96,My Man,Peggy Lee,,96,1,"['adult standards', 'brill building pop', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']"
2496,1959-01-19,97,There Must Be A Way,Joni James,,97,1,"['desi hip hop', 'tamil pop']"
2499,1959-01-19,100,Who Cares,Don Gibson,,100,1,"['nashville sound', 'rock-and-roll', 'rockabilly']"
2563,1959-01-26,64,Ambrose (Part Five),Linda Laurie,,64,1,"['bluegrass', 'old-time']"
2571,1959-01-26,72,The Shag (Is Totally Cool),Billy Graves,,72,1,[]
2581,1959-01-26,82,First Anniversary,Cathy Carr,,82,1,"['permanent wave', 'piano rock', 'pop rock']"
2583,1959-01-26,84,I Got A Wife,The Mark IV,,84,1,"['alt z', 'bass trap', 'indie poptimism', 'modern alternative rock']"
2587,1959-01-26,88,I've Had It,The Bell Notes,,88,1,[]
2588,1959-01-26,89,She Say (Oom Dooby Doom),The Diamonds,,89,1,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
2591,1959-01-26,92,It's Just A Matter Of Time,Brook Benton,,92,1,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
2593,1959-01-26,94,"Alright, Okay, You Win",Peggy Lee,,94,1,"['adult standards', 'brill building pop', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']"
2594,1959-01-26,95,Wicked Ruby,Danny Zella and his Zell Rocks,,95,1,genre not found
2595,1959-01-26,96,Evening Rain,Earl Grant,,96,1,['space age pop']
2596,1959-01-26,97,Plain Jane,Bobby Darin,,97,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']"
2597,1959-01-26,98,Raw-Hide,Link Wray And The Wraymen,,98,1,['surf music']
2598,1959-01-26,99,The Story Of My Love,Conway Twitty,,99,1,"['arkansas country', 'country', 'country rock']"
2599,1959-01-26,100,Tragedy,Thomas Wayne With the Delons,,100,1,genre not found
2668,1959-02-02,69,Charlie Brown,The Coasters,,69,1,"['adult standards', 'brill building pop', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
2675,1959-02-02,76,(I'll Be With You In) Apple Blossom Time,Tab Hunter,,76,1,['deep adult standards']
2695,1959-02-02,96,Give Me Your Love,Nat King Cole,,96,1,"['adult standards', 'vocal jazz']"
2696,1959-02-02,97,Teardrops Will Fall,Dicky Doo And The Don'ts,,97,1,[]
2698,1959-02-02,99,The Hanging Tree,Marty Robbins,,99,1,"['cowboy western', 'nashville sound']"
2699,1959-02-02,100,Madrid,Nat King Cole,,100,1,"['adult standards', 'vocal jazz']"
